ite,Acuracia,tExecS,MediaAcCumulativa,MediaTCumulativa
1,83.57877927608233,0.056046724319458,83.57877927608233,0.056046724319458
2,83.57877927608233,0.025059700012207,83.57877927608233,0.0405532121658325
3,83.57877927608233,0.0253660678863525,83.57877927608233,0.03549083073933917
4,83.57877927608233,0.0261163711547851,83.57877927608233,0.03314721584320065
5,83.57877927608233,0.0319910049438476,83.57877927608233,0.03291597366333004
6,83.57877927608233,0.0254697799682617,83.57877927608233,0.031674941380818646
7,83.57877927608233,0.0248746871948242,83.57877927608233,0.030703476497105153
8,83.57877927608233,0.0251972675323486,83.57877927608233,0.030015200376510585
9,83.57877927608233,0.0267210006713867,83.57877927608233,0.02964917818705238
10,83.57877927608233,0.0323662757873535,83.57877927608232,0.029920887947082492
11,83.57877927608233,0.0335733890533447,83.57877927608232,0.030252933502197234
12,83.57877927608233,0.545567512512207,83.57877927608232,0.07319581508636472
13,83.57877927608233,0.1097109317779541,83.57877927608232,0.07600467021648698
14,83.57877927608233,0.0371739864349365,83.57877927608232,0.07323104994637622
15,83.57877927608233,0.0360283851623535,83.57877927608232,0.07075087229410805
16,83.57877927608233,0.033137559890747,83.57877927608232,0.06840004026889798
17,83.57877927608233,0.0336251258850097,83.57877927608232,0.06635445706984573
18,83.57877927608233,0.0307199954986572,83.57877927608232,0.06437476476033527
19,83.57877927608233,0.0329120159149169,83.57877927608232,0.06271883061057641
20,83.57877927608233,0.0319087505340576,83.57877927608232,0.06117832660675047
21,83.57877927608233,0.0307788848876953,83.57877927608232,0.05973073414393831
22,83.57877927608233,0.034726858139038,83.5787792760823,0.05859419432553376
23,83.57877927608233,0.0701470375061035,83.5787792760823,0.05909649185512375
24,83.57877927608233,0.0436246395111084,83.5787792760823,0.058451831340789774
25,83.57877927608233,0.0377912521362304,83.57877927608232,0.057625408172607404
26,83.57877927608233,0.0329022407531738,83.57877927608232,0.05667451711801381
27,83.57877927608233,0.0309369564056396,83.57877927608233,0.05572127412866661
28,83.57877927608233,0.0329008102416992,83.57877927608233,0.05490625756127492
29,83.57877927608233,0.0930449962615966,83.57877927608234,0.05622138648197567
30,83.57877927608233,0.0328731536865234,83.57877927608234,0.0554431120554606
31,83.57877927608233,0.0262567996978759,83.57877927608236,0.054501618108441736
32,83.57877927608233,0.0264194011688232,83.57877927608236,0.05362404882907866
33,83.57877927608233,0.0312645435333251,83.57877927608236,0.052946488062540674
34,83.57877927608233,0.0283942222595214,83.57877927608237,0.052224362597745995
35,83.57877927608233,0.0341765880584716,83.57877927608237,0.05170871189662387
36,83.57877927608233,0.0268862247467041,83.57877927608237,0.051019198364681655
37,83.57877927608233,0.0259633064270019,83.57877927608237,0.05034201209609572
38,83.57877927608233,0.0260708332061767,83.57877927608239,0.049703296862150484
39,83.57877927608233,0.0435867309570312,83.57877927608239,0.0495464618389423
40,83.57877927608233,0.0266971588134765,83.57877927608239,0.04897522926330565
41,83.57877927608233,0.0321087837219238,83.57877927608239,0.04856385254278414
42,83.57877927608233,0.0396687984466552,83.5787792760824,0.04835206554049536
43,83.57877927608233,0.0526952743530273,83.5787792760824,0.04845307039660076
44,83.57877927608233,0.0361096858978271,83.5787792760824,0.04817253893071954
45,83.57877927608233,0.0390520095825195,83.5787792760824,0.04796986050075954
46,83.57877927608233,0.030313491821289,83.5787792760824,0.04758602639903192
47,83.57877927608233,0.0925860404968261,83.57877927608241,0.048543473507495626
48,83.57877927608233,0.0294673442840576,83.57877927608241,0.048146054148674004
49,83.57877927608233,0.0367600917816162,83.57877927608241,0.047913687569754455
50,83.57877927608233,0.0384120941162109,83.5787792760824,0.047723655700683584
51,83.57877927608233,0.032306432723999,83.5787792760824,0.04742135721094467
52,83.57877927608233,0.0299422740936279,83.57877927608239,0.047085220997150116
53,83.57877927608233,0.1723663806915283,83.57877927608239,0.04944901646308179
54,83.57877927608233,0.0417413711547851,83.57877927608239,0.04930628229070592
55,83.57877927608233,0.0288286209106445,83.57877927608237,0.048933961174704804
56,83.57877927608233,0.0325076580047607,83.57877927608237,0.04864063433238437
57,83.57877927608233,0.0298993587493896,83.57877927608236,0.048311840023910785
