ite,tExecS,MediaTCumulativa,Acuracia,MediaAcCumulativa
171,8.17522072792053,8.59599221101281,0.99623464130004,0.996498757109127
172,9.01304483413696,8.59841693556586,0.996706165347766,0.99649996297098
173,9.00541615486145,8.60076953220919,0.996501154892233,0.996499969860698
174,8.24841904640198,8.59874452941719,0.996378148618913,0.996499269738619
175,8.85392212867737,8.60020268712725,0.996378148618913,0.996498577617935
176,8.2639377117157,8.59829209067605,0.996494321210382,0.996498553433801
177,8.8692569732666,8.59982296571893,0.996378148618913,0.996497873180609
178,8.95577907562256,8.60182271914536,0.996514822255935,0.996497968400134
179,8.20734453201294,8.59961893039043,0.996473820164828,0.996497833493791
180,8.21599125862122,8.59748766554726,0.996412317028168,0.996497358402316
181,8.46221828460693,8.59674032090119,0.996501154892233,0.996497379377398
182,8.86485505104065,8.59821347875909,0.996453319119275,0.996497137288068
183,8.9787769317627,8.6002930604695,0.996446485437424,0.996496860501999
184,8.91358637809753,8.60199574154356,0.996446485437424,0.996496586724474
185,8.30900573730469,8.60041201179092,0.996548990665191,0.996496869989018
186,8.85974407196045,8.60180627017893,0.996446485437424,0.996496599104332
187,8.20835900306702,8.59970227409812,0.996241474981891,0.996495234804212
188,8.87074017524719,8.60114396506168,0.996159470799677,0.996493448825465
189,8.24186992645264,8.59924304422247,0.996398649664466,0.996492947242602
190,8.83961009979248,8.60050813398863,0.996507988574084,0.996493026407505
191,8.19432544708252,8.59838152306242,0.99641915071002,0.996492639623748
192,8.74676322937012,8.59915434444944,0.996501154892233,0.996492683974105
193,8.40596628189087,8.59815337003204,0.996781335848128,0.99649417957967
194,8.91461706161499,8.59978462617422,0.996562658028893,0.996494532561367
195,8.73697900772095,8.60048818710523,0.996637828529255,0.996495267412484
196,8.24249529838562,8.59866169277502,0.996207306572635,0.996493798224526
197,8.1882655620575,8.59657846368509,0.996323479164104,0.996492933660767
198,8.68679022789001,8.59703407865582,0.996207306572635,0.996491491099716
199,8.23722195625305,8.59522597753822,0.996576325392595,0.996491917402695
200,8.21381855010986,8.59331894040108,0.996405483346317,0.996491485232413
201,8.89801359176636,8.59483483418896,0.996610493801851,0.996492077314849
202,8.15020775794983,8.59263371004917,0.9962961444367,0.996491107350105
203,8.38749051094055,8.59162315241809,0.996548990665191,0.996491392489588
204,8.37195348739624,8.59054634033465,0.996767668484426,0.996492746783681
205,8.23216462135315,8.58879813682742,0.996371314937062,0.996492154433209
206,8.95927500724792,8.59059656823723,0.996364481255211,0.996491534660501
207,8.25629138946533,8.5889815673736,0.99685650634849,0.996493297808752
208,8.8921947479248,8.59043932304933,0.996302978118551,0.996492382810241
209,8.17884206771851,8.58846995819128,0.996371314937062,0.996491803538121
210,8.85535287857056,8.58974082924071,0.996535323301488,0.996492010775089
211,8.17670321464539,8.58778330500092,0.996405483346317,0.996491600692488
212,8.33286738395691,8.58658087141109,0.996364481255211,0.996491001072501
213,8.1950535774231,8.58474271510129,0.996521655937786,0.996491144992057
214,8.19932293891907,8.58294168810978,0.996282477072997,0.996490169908323
215,8.20899844169617,8.58120241719623,0.996678830620362,0.996491047400007
216,8.90937972068787,8.58272175656425,0.996473820164828,0.996490967644288
217,8.70605516433716,8.58329011328209,0.996343980209657,0.996490290282838
218,8.35658359527588,8.5822501751261,0.996398649664466,0.996489869913029
219,8.99673175811768,8.5841427850941,0.996480653846679,0.996489827830534
220,8.86811089515686,8.58543354923075,0.996589992756297,0.996490283125652
