ite,Acuracia,tExecS,MediaAcCumulativa,MediaTCumulativa
1,0.9948959560266981,4.788441896438599,0.9948959560266981,4.788441896438599
2,0.9942531671434409,2.557567596435547,0.9945745615850695,3.6730047464370728
3,0.994709630876518,4.187629699707031,0.9946195846822189,3.844546397527059
4,0.9950079847095955,3.068882465362549,0.994716684689063,3.6506304144859314
5,0.9939144629448253,2.531904697418213,0.9945562403402155,3.4268852710723876
6,0.995222120565213,2.7903873920440674,0.994667220377715,3.3208022912343345
7,0.994926211482924,4.4964072704315186,0.9947042191070307,3.488745859691075
8,0.9945052123452987,2.6841371059417725,0.9946793432618142,3.388169765472412
9,0.9948663667636941,2.6969549655914307,0.9947001236509121,3.311368121041192
10,0.9949285982956977,3.2631866931915283,0.9947229711153905,3.3065499782562258
11,0.9949790479066782,2.411768913269043,0.9947462508236895,3.2252062450755727
12,0.9947137125023884,2.3800108432769775,0.9947435392969144,3.1547732949256897
13,0.9950439428742635,4.4280595779418945,0.9947666472644028,3.252718393619244
14,0.9948447568834212,2.1041431427001953,0.994772226522904,3.1706773042678833
15,0.9948136439050518,2.3345348834991455,0.9947749876817139,3.114934476216634
16,0.9945213224208486,3.0603437423706055,0.9947591336029098,3.1115225553512573
17,0.9952303579852193,2.3485491275787354,0.9947868526842221,3.0666417654822853
18,0.9949538461538462,3.272059917449951,0.9947961300992011,3.0780538850360446
19,0.9947607537427707,2.418330430984497,0.9947942681857047,3.0433315979807
20,0.9950033094963077,2.693366527557373,0.9948047202512349,3.025833344459534
21,0.9952785893155259,3.446094036102295,0.9948272854447725,3.0458457583472844
22,0.9946242226204279,2.823298931121826,0.9948180553163932,3.0357299934734
23,0.9946461522467968,2.171538829803467,0.9948105812698891,2.998156464618185
24,0.9945995648570245,2.5396811962127686,0.9948017889193531,2.979053328434626
25,0.9945821120881073,3.8156464099884033,0.9947930018461032,3.0125170516967774
26,0.9953243791180942,3.6686811447143555,0.9948134394334875,3.0377541321974535
27,0.9944074811399832,2.8944084644317627,0.9947984039411355,3.032445033391317
28,0.9950204845147607,2.234926700592041,0.9948063353901936,3.0039622357913425
29,0.994510036944222,2.4196360111236572,0.9947961182024015,2.983813055630388
30,0.9947187678859462,3.1543309688568115,0.9947935398585197,2.9894969860712686
31,0.9946020710421307,2.675469398498535,0.9947873634450878,2.979367063891503
32,0.9947694567191868,3.2110579013824463,0.9947868038599034,2.986607402563095
33,0.9949467306492878,2.729121685028076,0.9947916501262483,2.9788048050620337
34,0.9951397804385987,2.6511459350585938,0.9948018892530821,2.9691677794736973
35,0.9954332041973472,1.8667562007904053,0.9948199268229183,2.937670305797032
36,0.9950926591731951,2.840522527694702,0.9948275027215371,2.9349717564053006
37,0.9945453635590251,3.1772584915161133,0.9948198773387665,2.9415200465434306
38,0.995054055803716,3.1632120609283447,0.9948260399299493,2.947354046921981
39,0.9948226246277191,2.3833513259887695,0.9948259523580972,2.9328924386929245
40,0.9947005062791768,3.6556413173675537,0.9948228162061244,2.95096116065979
41,0.9949628331808871,2.108839988708496,0.9948262312542894,2.93042161988049
42,0.9946879150066401,3.235443592071533,0.9948229380102978,2.9376840477898005
43,0.9946656530970668,2.03094744682312,0.994819280221618,2.916597150092901
44,0.9948701225401047,2.313702344894409,0.9948204357288564,2.9028949954292993
45,0.9945814746785621,2.0362017154693604,0.9948151254832942,2.883635144763523
46,0.9949263802076522,3.217092990875244,0.9948175440642586,2.890884228374647
47,0.9945492299705831,2.739448070526123,0.9948118352537547,2.8876621824629765
48,0.9952129126043259,3.45086407661438,0.9948201910318916,2.8993955552577972
49,0.9943207428107815,1.9542579650878906,0.9948099982110525,2.880107033009432
50,0.9950280774812291,2.1385433673858643,0.994814359796456,2.8652757596969605
51,0.9947374300289193,2.2577524185180664,0.9948128513696417,2.8533635373209036
52,0.9949855427335955,3.04695725440979,0.99481617235741,2.857086493418767
53,0.9950216797815963,2.5449581146240234,0.9948200498559795,2.8511972787245266
54,0.9951855111893521,2.012016534805298,0.9948268176584494,2.835656894577874
55,0.9951034082855487,3.7958648204803467,0.9948318465789422,2.8531152205033736
56,0.9950816372738936,2.28078031539917,0.9948363071270663,2.8428949543407986
57,0.9950096019439038,2.5385818481445312,0.9948393473870109,2.8375561279163026
58,0.9946919607817052,2.6552681922912598,0.9948368062386436,2.8344132324744917
59,0.9947304418321848,2.280876398086548,0.9948350034520933,2.825031252230628
60,0.9948914431673053,2.7667033672332764,0.9948359441140135,2.8240591208140056
61,0.9947009739475732,2.533907890319824,0.9948337314883342,2.8193025432649206
62,0.9947149100518345,2.0177664756774902,0.9948318150135519,2.8063745421748005
63,0.9952281730719761,2.3959643840789795,0.9948381064113048,2.799860095220899
64,0.9947300260293118,1.871842861175537,0.9948364176553361,2.78535982593894
65,0.9949191509901304,2.676760673522949,0.9948376904758715,2.7836890697479246
66,0.9948021612741764,2.711974620819092,0.9948371521546336,2.782602487188397
67,0.9948971477043792,2.738123655319214,0.9948380476106,2.7819386240261705
68,0.9948085572059628,2.29988956451416,0.9948376139281788,2.774849667268641
69,0.9942545801970227,2.622257709503174,0.9948291641639592,2.772638189619866
70,0.9951131455096384,2.3442673683166504,0.9948332210403259,2.7665186064583915
71,0.9950797443016723,2.803307294845581,0.9948366931989365,2.767036756999056
72,0.9951226274796461,2.298140048980713,0.9948406645083908,2.7605243027210236
73,0.9950534230312623,2.196092367172241,0.9948435790087041,2.7527923583984375
74,0.9947798667143634,1.7894659042358398,0.9948427180317536,2.7397744333421863
75,0.9948835241545255,2.610079050064087,0.9948432621133907,2.738045161565145
76,0.9949401727053296,2.8339548110961914,0.9948445372527582,2.739307130637922
77,0.9946557768819675,2.496027946472168,0.9948420858193714,2.736147660713691
78,0.9947022918346193,3.0546841621398926,0.9948402935887976,2.740231462014027
79,0.9947004137508301,3.4560158252716064,0.9948385229579373,2.7492920235742497
